sentence_id	text	translation	lemma	translation_token	translation_lemma
d009.s006	Clement 's law firm , Bancroft PLLC , was one of almost two dozen firms that helped sponsor the annual dinner of the Federalist Society , a longstanding group dedicated to advocating conservative legal principles .	کلیمنٹ کی قانونی فرم ، بینکرفٹ پی ایل ایل سی ، تقریبا دو درجن فرموں میں سے ایک تھی جو فیڈرلسٹ سوسائٹی کے سالانہ رات کے کھانے کو سپانسر کرنے میں مدد ملی ، ایک طویل عرصے سے قائم گروپ جو قدامت پسند قانونی اصولوں کی وکالت کرنے کے لئے وقف ہے .	clement 's law firm , bancroft pllc , was one of almost two dozen firms that helped sponsor the annual dinner of the federalist society , a longstanding group dedicated to advocating conservative legal principles .	کلیمنٹ کی قانونی فرم ، بینکرفٹ پی ایل ایل سی ، تقریبا دو درجن فرموں میں سے ایک تھی جو فیڈرلسٹ سوسائٹی کے سالانہ رات کے کھانے کو سپانسر کرنے میں مدد ملی ، ایک طویل عرصے سے قائم گروپ جو قدامت پسند قانونی اصولوں کی وکالت کرنے کے لئے وقف ہے .	کلیمنٹ کا قانونی فرم ، بینکرفٹ پی ایل ایل سی ، تقریبا دو درجن فرم میں سے ایک تھا جو فیڈرلسٹ سوسائٹی کا سالانہ رات کا کھانا کو سپانسر کرنا میں مدد ملنا ، ایک طویل عرصہ سے قائم گروپ جو قدامت پسند قانونی اصول کا وکالت کرنا کا لئے وقف ہے .
d009.s007	Another firm that sponsored the dinner , Jones Day , represents one of the trade associations that challenged the law , the National Federation of Independent Business .	ایک اور فرم جس نے اس رات کے کھانے کو سپانسر کیا ، جونز ڈے ، قانون کو چیلنج کرنے والی تجارتی انجمنوں میں سے ایک کی نمائندگی کرتی ہے ، نیشنل فیڈریشن آف انڈپینڈنٹ بزنس .	another firm that sponsored the dinner , jones day , represents one of the trade associations that challenged the law , the national federation of independent business .	ایک اور فرم جس نے اس رات کے کھانے کو سپانسر کیا ، جونز ڈے ، قانون کو چیلنج کرنے والی تجارتی انجمنوں میں سے ایک کی نمائندگی کرتی ہے ، نیشنل فیڈریشن آف انڈپینڈنٹ بزنس .	ایک اور فرم جو نے یہ رات کا کھانا کو سپانسر کرنا ، جونز ڈے ، قانون کو چیلنج کرنا والا تجارتی انجمن میں سے ایک کا نمائندگی کرنا ہے ، نیشنل فیڈریشن آف انڈپینڈنٹ بزنس .
d009.s008	Another sponsor was pharmaceutical giant Pfizer Inc , which has an enormous financial stake in the outcome of the litigation .	ایک اور اسپانسر فارماسیوٹیکل دیو Pfizer Inc تھا ، جس کے پاس قانونی چارہ جوئی کے نتائج میں ایک بہت بڑا مالی حصہ ہے .	another sponsor was pharmaceutical giant pfizer inc , which has an enormous financial stake in the outcome of the litigation .	ایک اور اسپانسر فارماسیوٹیکل دیو Pfizer Inc تھا ، جس کے پاس قانونی چارہ جوئی کے نتائج میں ایک بہت بڑا مالی حصہ ہے .	ایک اور اسپانسر فارماسیوٹیکل دیو Pfizer Inc تھا ، جو کا پاس قانونی چارہ جوئی کا نتیجہ میں ایک بہت بڑا مالی حصہ ہے .
d009.s009	The dinner was held at a Washington hotel hours after the court 's conference over the case .	رات کا کھانا واشنگٹن کے ایک ہوٹل میں اس معاملے پر عدالت کی کانفرنس کے گھنٹوں بعد منعقد کیا گیا تھا .	the dinner was held at a washington hotel hours after the court 's conference over the case .	رات کا کھانا واشنگٹن کے ایک ہوٹل میں اس معاملے پر عدالت کی کانفرنس کے گھنٹوں بعد منعقد کیا گیا تھا .	رات کا کھانا واشنگٹن کا ایک ہوٹل میں یہ معاملہ پر عدالت کا کانفرنس کا گھنٹہ بعد منعقد کرنا جانا تھا .
d009.s010	In attendance was , among others , Mitch McConnell , the Senate 's top Republican and an avowed opponent of the healthcare law .	شرکاء میں شامل تھے ، دوسروں کے علاوہ ، میچ میک کونل ، سینیٹ کے اعلی ریپبلکن اور صحت کی دیکھ بھال کے قانون کے ایک کھلے مخالف .	in attendance was , among others , mitch mcconnell , the senate 's top republican and an avowed opponent of the healthcare law .	شرکاء میں شامل تھے ، دوسروں کے علاوہ ، میچ میک کونل ، سینیٹ کے اعلی ریپبلکن اور صحت کی دیکھ بھال کے قانون کے ایک کھلے مخالف .	شرکاء میں شامل تھا ، دوسرا کا علاوہ ، میچ میک کونل ، سینیٹ کا اعلی ریپبلکن اور صحت کا دیکھ بھال کا قانون کا ایک کھلا مخالف .
d009.s011	The featured guests at the dinner ? Scalia and Thomas .	رات کے کھانے میں نمایاں مہمانوں ؟	the featured guests at the dinner ? scalia and thomas .	رات کے کھانے میں نمایاں مہمانوں ؟	رات کا کھانا میں نمایاں مہمان ؟
d009.s012	It 's nothing new : The two justices have been attending Federalist Society events for years .	یہ کوئی نئی بات نہیں ہے: دو جج سال سے فیڈرلسٹ سوسائٹی کے واقعات میں شرکت کر رہے ہیں .	it 's nothing new : the two justices have been attending federalist society events for years .	یہ کوئی نئی بات نہیں ہے : دو جج سال سے فیڈرلسٹ سوسائٹی کے واقعات میں شرکت کر رہے ہیں .	یہ کوئی نئی بات نہیں ہے : دو جج سال سے فیڈرلسٹ سوسائٹی کا واقع میں شرکت کرنا رہنا ہے .
d009.s013	And it 's nothing that runs afoul of ethics rules .	اور یہ اخلاقی قوانین کے خلاف کوئی چیز نہیں ہے .	and it 's nothing that runs afoul of ethics rules .	اور یہ اخلاقی قوانین کے خلاف کوئی چیز نہیں ہے .	اور یہ اخلاقی قانون کا خلاف کوئی چیز نہیں ہے .
d009.s014	In fact , justices are exempt from the Code of Conduct that governs the actions of lower federal justices .	دراصل ، ججوں کو ضابطہ اخلاق سے مستثنیٰ کیا گیا ہے جو کم وفاقی ججوں کی کارروائیوں کو سنبھالتا ہے .	in fact , justices are exempt from the code of conduct that governs the actions of lower federal justices .	دراصل ، ججوں کو ضابطہ اخلاق سے مستثنیٰ کیا گیا ہے جو کم وفاقی ججوں کی کارروائیوں کو سنبھالتا ہے .	دراصل ، جج کو ضابطہ اخلاق سے مستثنیٰ کرنا جانا ہے جو کم وفاقی جج کا کارروائی کو سنبھالنا ہے .
d009.s015	If they were , they arguably fell under code 's Canon 4C , which states , `` A judge may attend fund-raising events of law-related and other organizations although the judge may not be a speaker , a guest of honor , or featured on the program of such an event . ''	"اگر وہ تھے تو ، وہ ممکنہ طور پر کوڈ کے کینن 4 سی کے تحت تھے ، جس میں کہا گیا ہے ، `` ایک جج قانون سے متعلق تنظیموں اور دیگر تنظیموں کے فنڈ ریزنگ کے واقعات میں شرکت کرسکتا ہے حالانکہ جج اس طرح کے پروگرام میں اسپیکر ، اعزازی مہمان یا نمایاں طور پر شامل نہیں ہوسکتا ہے۔ ' """	if they were , they arguably fell under code 's canon 4c , which states , `` a judge may attend fund-raising events of law-related and other organizations although the judge may not be a speaker , a guest of honor , or featured on the program of such an event . ''	"اگر وہ تھے تو ، وہ ممکنہ طور پر کوڈ کے کینن 4 سی کے تحت تھے ، جس میں کہا گیا ہے ، `` ایک جج قانون سے متعلق تنظیموں اور دیگر تنظیموں کے فنڈ ریزنگ کے واقعات میں شرکت کرسکتا ہے حالانکہ جج اس طرح کے پروگرام میں اسپیکر ، اعزازی مہمان یا نمایاں طور پر شامل نہیں ہوسکتا ہے ۔ ' """	"اگر وہ تھا تو ، وہ ممکنہ طور پر کوڈ کا کینن 4 سی کا تحت تھا ، جو میں کہہنا جانا ہے ، `` ایک جج قانون سے متعلق تنظیم اور دیگر تنظیم کا فنڈ ریزنگ کا واقع میں شرکت کرسکنا ہے حالانکہ جج یہ طرح کا پروگرام میں اسپیکر ، اعزازی مہمان یا نمایاں طور پر شامل نہیں ہوسکنا ہے ۔ ' """
d009.s016	Nevertheless , the sheer proximity of Scalia and Thomas to two of the law firms in the case , as well as to a company with a massive financial interest , was enough to alarm ethics-in-government activists .	بہر حال ، اسکالیا اور تھامس کے دو وکیلوں کے ساتھ قریبی قربت ، اس معاملے میں ، ساتھ ساتھ ایک کمپنی کے ساتھ ایک بڑے پیمانے پر مالی مفاد ، حکومت میں اخلاقیات کے کارکنوں کو پریشان کرنے کے لئے کافی تھا .	nevertheless , the sheer proximity of scalia and thomas to two of the law firms in the case , as well as to a company with a massive financial interest , was enough to alarm ethics-in-government activists .	بہر حال ، اسکالیا اور تھامس کے دو وکیلوں کے ساتھ قریبی قربت ، اس معاملے میں ، ساتھ ساتھ ایک کمپنی کے ساتھ ایک بڑے پیمانے پر مالی مفاد ، حکومت میں اخلاقیات کے کارکنوں کو پریشان کرنے کے لئے کافی تھا .	بہر حال ، اسکالیا اور تھامس کا دو وکیل کا ساتھ قریبی قربت ، یہ معاملہ میں ، ساتھ ساتھ ایک کمپنی کا ساتھ ایک بڑا پیمانے پر مالی مفاد ، حکومت میں اخلاقی کا کارکن کو پریشان کرنا کا لئے کافی تھا .
d009.s017	`` This stunning breach of ethics and indifference to the code belies claims by several justices that the court abides by the same rules that apply to all other federal judges , '' said Bob Edgar , the president of Common Cause .	"`` اخلاقیات کی یہ حیرت انگیز خلاف ورزی اور کوڈ سے لاتعلقی کئی ججوں کے دعووں کو مسترد کرتی ہے کہ عدالت تمام دیگر وفاقی ججوں پر لاگو ہونے والے ایک ہی قوانین پر عمل کرتی ہے ، "" ، کامن کیس کے صدر باب ایڈیگر نے کہا ."	`` this stunning breach of ethics and indifference to the code belies claims by several justices that the court abides by the same rules that apply to all other federal judges , '' said bob edgar , the president of common cause .	"`` اخلاقیات کی یہ حیرت انگیز خلاف ورزی اور کوڈ سے لاتعلقی کئی ججوں کے دعووں کو مسترد کرتی ہے کہ عدالت تمام دیگر وفاقی ججوں پر لاگو ہونے والے ایک ہی قوانین پر عمل کرتی ہے ، "" ، کامن کیس کے صدر باب ایڈیگر نے کہا ."	"`` اخلاقی کا یہ حیرت انگیز خلاف ورزی اور کوڈ سے لاتعلقی کئی جج کا دعوہ کو مسترد کرنا ہے کہ عدالت تمام دیگر وفاقی جج پر لاگو ہونا والا ایک ہی قانون پر عمل کرنا ہے ، "" ، کامن کیس کا صدر باب ایڈیگر نے کہہنا ."
d009.s018	`` The justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . ''	"`` ججز وکلاء کے ساتھ ایک سیاہ ٹائی فنڈ ریزنگ تقریب میں شراب پی رہے تھے اور کھانا کھا رہے تھے جن کے مقدمات عدالت میں زیر سماعت ہیں۔ '"""	`` the justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . ''	"`` ججز وکلاء کے ساتھ ایک سیاہ ٹائی فنڈ ریزنگ تقریب میں شراب پی رہے تھے اور کھانا کھا رہے تھے جن کے مقدمات عدالت میں زیر سماعت ہیں ۔ ' """	"`` ججز وکیل کا ساتھ ایک سیاہ ٹائی فنڈ ریزنگ تقریب میں شراب پی رہنا تھا اور کھانا کھانا رہنا تھا جو کا مقدمہ عدالت میں زیر سماعت ہے ۔ ' """
d009.s019	Their appearance and assistance in fundraising for this event undercuts any claims of impartiality , and is unacceptable .	ان کی ظاہری شکل اور اس تقریب کے لئے فنڈ ریزنگ میں مدد غیر جانب داری کے کسی بھی دعوے کو کم کر دیتی ہے ، اور یہ ناقابل قبول ہے .	their appearance and assistance in fundraising for this event undercuts any claims of impartiality , and is unacceptable .	ان کی ظاہری شکل اور اس تقریب کے لئے فنڈ ریزنگ میں مدد غیر جانب داری کے کسی بھی دعوے کو کم کر دیتی ہے ، اور یہ ناقابل قبول ہے .	یہ کا ظاہری شکل اور یہ تقریب کا لئے فنڈ ریزنگ میں مدد غیر جانب داری کا کوئی بھی دعوے کو کم کرنا دےنا ہے ، اور یہ ناقابل قبول ہے .
d009.s020	Scalia and Thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the Federalist Society .	اسکالیا اور تھامس نے ناقدین کے لیے بہت کم اہمیت کا مظاہرہ کیا ہے جو کہتے ہیں کہ وہ بہت آسانی سے عدالت کے کاروبار کو ایجنڈے پر مبنی گروپوں جیسے فیڈرلسٹ سوسائٹی کے ساتھ ملا دیتے ہیں۔	scalia and thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the federalist society .	اسکالیا اور تھامس نے ناقدین کے لیے بہت کم اہمیت کا مظاہرہ کیا ہے جو کہتے ہیں کہ وہ بہت آسانی سے عدالت کے کاروبار کو ایجنڈے پر مبنی گروپوں جیسے فیڈرلسٹ سوسائٹی کے ساتھ ملا دیتے ہیں ۔	اسکالیا اور تھامس نے ناقد کا لیے بہت کم اہمیت کا مظاہرہ کرنا ہے جو کہہنا ہے کہ وہ بہت آسانی سے عدالت کا کاروبار کو ایجنڈا پر مبنی گروپ جیسے فیڈرلسٹ سوسائٹی کا ساتھ ملنا دےنا ہے ۔
d009.s021	And Thomas '' wife , Ginni , is a high-profile conservative activist .	اور تھامس کی بیوی ، جینی ، ایک اعلی پروفائل قدامت پسند کارکن ہے .	and thomas '' wife , ginni , is a high-profile conservative activist .	اور تھامس کی بیوی ، جینی ، ایک اعلی پروفائل قدامت پسند کارکن ہے .	اور تھامس کا بیوی ، جینی ، ایک اعلی پروفائل قدامت پسند کارکن ہے .
d009.s022	Moreover , conservatives argue that it 's Justice Elena Kagan who has an ethical issue , not Scalia and Thomas .	اس کے علاوہ ، قدامت پسندوں کا کہنا ہے کہ جسٹس ایلینا Kagan اخلاقی مسئلہ ہے ، نہیں Scalia اور تھامس .	moreover , conservatives argue that it 's justice elena kagan who has an ethical issue , not scalia and thomas .	اس کے علاوہ ، قدامت پسندوں کا کہنا ہے کہ جسٹس ایلینا Kagan اخلاقی مسئلہ ہے ، نہیں Scalia اور تھامس .	یہ کا علاوہ ، قدامت پسندوں کا کہہنا ہے کہ جسٹس ایلینا Kagan اخلاقی مسئلہ ہے ، نہیں Scalia اور تھامس .
d009.s023	Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level .	کگن اوباما انتظامیہ میں وکیل جنرل کے طور پر خدمات انجام دے رہے تھے جب قانون پر پہلی قانونی چیلنجیں مقدمے کی سماعت کی عدالت کی سطح پر اٹھائی گئیں۔	kagan served as solicitor general in the obama administration when the first legal challenges to the law were brought at the trial court level .	کگن اوباما انتظامیہ میں وکیل جنرل کے طور پر خدمات انجام دے رہے تھے جب قانون پر پہلی قانونی چیلنجیں مقدمے کی سماعت کی عدالت کی سطح پر اٹھائی گئیں ۔	کگن اوباما انتظامیہ میں وکیل جنرل کا طور پر خدمت انجام دےنا رہنا تھا جب قانون پر پہلا قانونی چیلنج مقدمہ کا سماعت کا عدالت کا سطح پر اٹھانا جانا ۔
d009.s024	Her critics have pushed for Kagan to recuse herself from hearing the case , saying that she was too invested in defending the law then to be impartial now .	ان کے نقادوں نے کیگن پر زور دیا ہے کہ وہ اپنے آپ کو کیس کی سماعت سے منع کرے ، یہ کہتے ہوئے کہ وہ اس وقت قانون کے دفاع میں بہت زیادہ سرمایہ کاری کی تھی کہ اب غیر جانبدار ہو .	her critics have pushed for kagan to recuse herself from hearing the case , saying that she was too invested in defending the law then to be impartial now .	ان کے نقادوں نے کیگن پر زور دیا ہے کہ وہ اپنے آپ کو کیس کی سماعت سے منع کرے ، یہ کہتے ہوئے کہ وہ اس وقت قانون کے دفاع میں بہت زیادہ سرمایہ کاری کی تھی کہ اب غیر جانبدار ہو .	یہ کا نقادہ نے کیگن پر زور دےنا ہے کہ وہ اپنا آپ کو کیس کا سماعت سے منع کرنا ، یہ کہہنا ہونا کہ وہ یہ وقت قانون کا دفاع میں بہت زیادہ سرمایہ کاری کرنا تھا کہ اب غیر جانبدار ہونا .
d009.s025	Kagan has given no indication she will do so .	Kagan نے ایسا کرنے کے لئے کوئی اشارہ نہیں دیا ہے .	kagan has given no indication she will do so .	Kagan نے ایسا کرنے کے لئے کوئی اشارہ نہیں دیا ہے .	Kagan نے ایسا کرنا کا لئے کوئی اشارہ نہیں دےنا ہے .
d010.s000	The familiarity of the Spanish is higher than that of the Ticos	ہسپانویوں کی واقفیت ٹیکوسیوں کی نسبت زیادہ ہے	the familiarity of the spanish is higher than that of the ticos	ہسپانویوں کی واقفیت ٹیکوسیوں کی نسبت زیادہ ہے	ہسپانوی کا واقفیت ٹیکوسی کا نسبت زیادہ ہے
d010.s001	Of the 22 players called in Spain , ten passed 50 international games .	22 کھلاڑیوں میں سے 10 نے 50 بین الاقوامی میچز کھیلے .	of the 22 players called in spain , ten passed 50 international games .	22 کھلاڑیوں میں سے 10 نے 50 بین الاقوامی میچز کھیلے .	22 کھلاڑی میں سے 10 نے 50 بین الاقوامی میچز کھیلنا .
d010.s002	On the side of Costa Rica only one of 22 called players reached 50 games .	کوسٹا ریکا کی جانب سے صرف 22 کھلاڑیوں میں سے صرف ایک نے 50 میچز کھیلے .	on the side of costa rica only one of 22 called players reached 50 games .	کوسٹا ریکا کی جانب سے صرف 22 کھلاڑیوں میں سے صرف ایک نے 50 میچز کھیلے .	کوسٹا ریکا کا جانب سے صرف 22 کھلاڑی میں سے صرف ایک نے 50 میچز کھیلنا .
d010.s003	A minor contrast to Costa Rica , comparing the 22 players called by both countries for the friendly game today , at 3:05 pm at the National Stadium in San Jose .	کوسٹا ریکا کے مقابلے میں ایک معمولی تضاد ، 22 کھلاڑیوں کے مقابلے میں دونوں ممالک نے آج رات 3: 05 بجے سان خوسے کے نیشنل اسٹیڈیم میں دوستانہ میچ کے لئے بلایا .	a minor contrast to costa rica , comparing the 22 players called by both countries for the friendly game today , at 3:05 pm at the national stadium in san jose .	کوسٹا ریکا کے مقابلے میں ایک معمولی تضاد ، 22 کھلاڑیوں کے مقابلے میں دونوں ممالک نے آج رات 3 : 05 بجے سان خوسے کے نیشنل اسٹیڈیم میں دوستانہ میچ کے لئے بلایا .	کوسٹا ریکا کا مقابلہ میں ایک معمولی تضاد ، 22 کھلاڑی کا مقابلہ میں دو مُلک نے آج رات 3 : 05 بج سان خوسے کا نیشنل اسٹیڈیم میں دوستانہ میچ کا لئے بلانا .
d010.s004	While the Europe and world champions , number one one in the monthly top of FIFA , have a long record of Class A inter selection , the Tricolor has only the defender Michael Umana as the only one who has 50 international games .	جبکہ یورپ اور ورلڈ چیمپئنز ، فیفا کے ماہانہ ٹاپ میں نمبر ایک ، کلاس اے انٹر سلیکشن کا ایک طویل ریکارڈ رکھتے ہیں ، ٹریکولور میں صرف محافظ مائیکل امانا واحد ہے جو 50 بین الاقوامی میچوں کا حامل ہے .	while the europe and world champions , number one one in the monthly top of fifa , have a long record of class a inter selection , the tricolor has only the defender michael umana as the only one who has 50 international games .	جبکہ یورپ اور ورلڈ چیمپئنز ، فیفا کے ماہانہ ٹاپ میں نمبر ایک ، کلاس اے انٹر سلیکشن کا ایک طویل ریکارڈ رکھتے ہیں ، ٹریکولور میں صرف محافظ مائیکل امانا واحد ہے جو 50 بین الاقوامی میچوں کا حامل ہے .	جبکہ یورپ اور ورلڈ چیمپئنز ، فیفا کا ماہانہ ٹاپ میں نمبر ایک ، کلاس اے انٹر سلیکشن کا ایک طویل ریکارڈ رکھنا ہے ، ٹریکولور میں صرف محافظ مائیکل امانا واحد ہے جو 50 بین الاقوامی میچ کا حامل ہے .
d010.s005	That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .	یہ تعداد جمعہ کو پاناما کے خلاف میچ سے پہلے (۰-۲) ، رومل فرنانڈیز میں حاصل کی گئی تھی .	that number was reached friday before the game against panama ( 0-2 ) , in rommel fernandez .	یہ تعداد جمعہ کو پاناما کے خلاف میچ سے پہلے ( ۰-۲ ) ، رومل فرنانڈیز میں حاصل کی گئی تھی .	یہ تعداد جمعہ کو پاناما کا خلاف میچ سے پہلا ( ۰-۲ ) ، رومل فرنانڈیز میں حاصل کرنا جانا تھا .
d010.s006	Spanish football players playing in the All-Star League and in powerful clubs of the Premier League of England are during the year very active in league and local cup competitions and there are high-level shocks in the European Cups and European Champions League .	ہسپانوی فٹ بال کے کھلاڑی جو آل اسٹار لیگ اور انگلینڈ کے پریمیئر لیگ کے طاقتور کلبوں میں کھیلتے ہیں سال کے دوران لیگ اور مقامی کپ مقابلوں میں بہت سرگرم ہیں اور یورپی کپ اور یورپی چیمپئنز لیگ میں اعلی سطح کے جھٹکے ہیں۔	spanish football players playing in the all-star league and in powerful clubs of the premier league of england are during the year very active in league and local cup competitions and there are high-level shocks in the european cups and european champions league .	ہسپانوی فٹ بال کے کھلاڑی جو آل اسٹار لیگ اور انگلینڈ کے پریمیئر لیگ کے طاقتور کلبوں میں کھیلتے ہیں سال کے دوران لیگ اور مقامی کپ مقابلوں میں بہت سرگرم ہیں اور یورپی کپ اور یورپی چیمپئنز لیگ میں اعلی سطح کے جھٹکے ہیں ۔	ہسپانوی فٹ بال کا کھلاڑی جو آل اسٹار لیگ اور انگلینڈ کا پریمیئر لیگ کا طاقتور کلبہ میں کھیلنا ہے سال کا دوران لیگ اور مقامی کپ مقابلہ میں بہت سرگرم ہے اور یورپی کپ اور یورپی چیمپئنز لیگ میں اعلی سطح کا جھٹکا ہے ۔
d010.s007	To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .	اس کے علاوہ ، یورو کپ اور ورلڈ کپ کے لئے پیچیدہ کوالیفائی میں ہسپانوی فیوری کا تجربہ بھی شامل ہے۔	to this is added the spanish fury experience in complicated qualifications for euro cup and world cup .	اس کے علاوہ ، یورو کپ اور ورلڈ کپ کے لئے پیچیدہ کوالیفائی میں ہسپانوی فیوری کا تجربہ بھی شامل ہے ۔	یہ کا علاوہ ، یورو کپ اور ورلڈ کپ کا لئے پیچیدہ کوالیفائی میں ہسپانوی فیوری کا تجربہ بھی شامل ہے ۔
d010.s008	The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA	تاہم ، ٹیکوس کے کھلاڑیوں کے پاس ایک ایسے علاقے میں محدود بین الاقوامی تجربہ ہے جیسے CONCACAF ، جو فیفا کے اندر سب سے کم سطح پر سمجھا جاتا ہے	the ticos players , however , have a limited international experience in an area such as concacaf , which is considered the lowest level within fifa	تاہم ، ٹیکوس کے کھلاڑیوں کے پاس ایک ایسے علاقے میں محدود بین الاقوامی تجربہ ہے جیسے CONCACAF ، جو فیفا کے اندر سب سے کم سطح پر سمجھا جاتا ہے	تاہم ، ٹیکوس کا کھلاڑی کا پاس ایک ایسا علاقہ میں محدود بین الاقوامی تجربہ ہے جیسے CONCACAF ، جو فیفا کا اندر سب سے کم سطح پر سمجھنا جانا ہے
d010.s009	We see that the peak of the Spanish selection is the goalkeeper Iker Casillas , who last Saturday against England ( game lost with 0-1 in London ) equaled the record of the ex goalkeeper Andoni Zubizarreta , with 126 international matches .	ہم دیکھتے ہیں کہ ہسپانوی ٹیم کا سب سے بڑا کھلاڑی گول کیپر ایکر کیسیلاس ہے ، جس نے گذشتہ ہفتے انگلینڈ کے خلاف (لندن میں 0-1 سے شکست کا میچ) 126 بین الاقوامی میچوں کے ساتھ سابق گول کیپر اینڈونی زوبیزارریٹا کے ریکارڈ کو برابر کیا۔	we see that the peak of the spanish selection is the goalkeeper iker casillas , who last saturday against england ( game lost with 0-1 in london ) equaled the record of the ex goalkeeper andoni zubizarreta , with 126 international matches .	ہم دیکھتے ہیں کہ ہسپانوی ٹیم کا سب سے بڑا کھلاڑی گول کیپر ایکر کیسیلاس ہے ، جس نے گذشتہ ہفتے انگلینڈ کے خلاف ( لندن میں 0-1 سے شکست کا میچ ) 126 بین الاقوامی میچوں کے ساتھ سابق گول کیپر اینڈونی زوبیزارریٹا کے ریکارڈ کو برابر کیا ۔	ہم دیکھنا ہے کہ ہسپانوی ٹیم کا سب سے بڑا کھلاڑی گول کیپر ایکر کیسیلاس ہے ، جو نے گذشتہ ہفتہ انگلینڈ کا خلاف ( لندن میں 0-1 سے شکست کا میچ ) 126 بین الاقوامی میچ کا ساتھ سابق گول کیپر اینڈونی زوبیزارریٹا کا ریکارڈ کو برابر کرنا ۔
d010.s010	Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .	Casillas آج Tricolor کے خلاف کھیلیں گے اور اسپین کے لئے 127 بین الاقوامی میچوں کا نیا ریکارڈ قائم کرے گا .	casillas will play today against the tricolor and will impose a new record of 127 international matches for spain .	Casillas آج Tricolor کے خلاف کھیلیں گے اور اسپین کے لئے 127 بین الاقوامی میچوں کا نیا ریکارڈ قائم کرے گا .	Casillas آج Tricolor کا خلاف کھیلنا گانا اور اسپین کا لئے 127 بین الاقوامی میچ کا نیا ریکارڈ قائم کرنا گانا .
d010.s011	Xavi Hernandez , the player of Barcelona , has 106 matches .	بارسلونا کے کھلاڑی Xavi Hernandez ، 106 میچوں ہے .	xavi hernandez , the player of barcelona , has 106 matches .	بارسلونا کے کھلاڑی Xavi Hernandez ، 106 میچوں ہے .	بارسلونا کا کھلاڑی Xavi Hernandez ، 106 میچ ہے .
d010.s012	Casillas and Xavi were recognized last week by UEFA together with the other player of the Iberian team , Zubizarreta with 126 matches and Schalke striker Raul Gonzalez with 102 .	کیسیلاس اور زاوی کو گذشتہ ہفتے یو ای ایف اے نے آئی بیریا ٹیم کے دوسرے کھلاڑی زوبیزارریٹا کے ساتھ 126 میچوں اور شالکے کے اسٹرائیکر راؤل گونزالیز کے ساتھ 102 میچوں کے ساتھ تسلیم کیا تھا۔	casillas and xavi were recognized last week by uefa together with the other player of the iberian team , zubizarreta with 126 matches and schalke striker raul gonzalez with 102 .	کیسیلاس اور زاوی کو گذشتہ ہفتے یو ای ایف اے نے آئی بیریا ٹیم کے دوسرے کھلاڑی زوبیزارریٹا کے ساتھ 126 میچوں اور شالکے کے اسٹرائیکر راؤل گونزالیز کے ساتھ 102 میچوں کے ساتھ تسلیم کیا تھا ۔	کیسیلاس اور زاوی کو گذشتہ ہفتہ یو ای ایف اے نے آئی بیریا ٹیم کا دوسرا کھلاڑی زوبیزارریٹا کا ساتھ 126 میچ اور شالکہ کا اسٹرائیکر راؤل گونزالیز کا ساتھ 102 میچ کا ساتھ تسلیم کرنا تھا ۔
d010.s013	Almost near the centennial number is Carles Puyol , with 97 games .	تقریباً صد سالہ نمبر کے قریب کارلس پائیول ہے ، جس نے 97 میچز کھیلے ہیں .	almost near the centennial number is carles puyol , with 97 games .	تقریباً صد سالہ نمبر کے قریب کارلس پائیول ہے ، جس نے 97 میچز کھیلے ہیں .	تقریباً صد سالہ نمبر کا قریب کارلس پائیول ہے ، جو نے 97 میچز کھیلنا ہے .
d010.s014	Xabi Alonso follows them with 91 , Fernando Torres , with 90 , David Villa and Sergio Ramos , both with 81 , Andres Iniesta , with 62 , Cesc Fabregas , with 61 , and David Silva , with 53 .	Xabi Alonso ان کے پیچھے 91 ، Fernando Torres ، کے ساتھ 90 ، ڈیوڈ ولا اور سرجیو راموس ، دونوں کے ساتھ 81 ، Andres Iniesta ، کے ساتھ 62 ، Cesc Fabregas ، کے ساتھ 61 ، اور ڈیوڈ سلوا ، کے ساتھ 53 .	xabi alonso follows them with 91 , fernando torres , with 90 , david villa and sergio ramos , both with 81 , andres iniesta , with 62 , cesc fabregas , with 61 , and david silva , with 53 .	Xabi Alonso ان کے پیچھے 91 ، Fernando Torres ، کے ساتھ 90 ، ڈیوڈ ولا اور سرجیو راموس ، دونوں کے ساتھ 81 ، Andres Iniesta ، کے ساتھ 62 ، Cesc Fabregas ، کے ساتھ 61 ، اور ڈیوڈ سلوا ، کے ساتھ 53 .	Xabi Alonso یہ کا پیچھے 91 ، Fernando Torres ، کا ساتھ 90 ، ڈیوڈ ولا اور سرجیو راموس ، دو کا ساتھ 81 ، Andres Iniesta ، کا ساتھ 62 ، Cesc Fabregas ، کا ساتھ 61 ، اور ڈیوڈ سلوا ، کا ساتھ 53 .
