bound	بستہ
round	راؤنڈ
round_cake	قرص
round_jar	گول مٹول
round_looking-glass_or_mirror	بٹا
round_mass	لڈو
round_or_beat	گشت
round_table_conference	گول میز کانفرنس
rounds	طلایہ
rout	خلال
rout	کسر
routing	شکن
routing	کسر
rover	چھچھوندر
roving	بائی
row	جھمیلا
row	جھول جھال
row	دنگا
row	دھول دھپا
row	راجک
row	سطر
row	سوت
row	صف
row	لڑ
row	مانمت
row	پنکت
row	پٹی
row	ڈار
row_of_teeth	دانتی
rower	ڈانڈی
rower	کھیوٹ
rows	بیل
rows	ردہ
royal	حلال خورن
royal	رائل
royal	شاہ باز
royal_audience	دربار
royal_comp_or_army	اردوے معلی
royal_court	درگاہ
royal_court	دیوان
royal_edict	رقم
royal_falcon	شاہین
royal_family	خاندان شاہی
royal_meal	کاسہ
royal_patent	فرمان
royal_power	لچھمی
royal_power	لکشمی
royal_residence	تخت گاہ
royal_residence	پاے تخت
royal_surname	خسرو
royally	بادشاہانہ
royalty	بادشاہت
royalty	تاج وری
royalty	رائلٹی
royalty	راج
rubbed_on_the_teeth	بیری
rubber	ربڑ
rubbish	حمیل
rubbish	خاشاک
rubbish	خس و خاشاک
rubbish	دلدر
rubbish	شوشہ
rubbish	علت
rubbish	پرگاہ
rubbish	کچرا
ruby	رکت منی
rudder	پتوار
rudder	پتیار
ruddy	لال
ruddy_goose	کوک
rude	اجلاف
rude	اجڈ
rude	بد فعل
rude	بدلگام
rude	بونگا
rude	بھچ
rude	بینڈا
rude	درشت
rude	ناجنس
rude	ناساز
rude	ناہنجار
rude	ڈھیٹ
rude	گستاخ
rudeness	بھوگ
rudeness	غلظت
rudeness	ناہنجاری
rudeness	گستاخی
rudeness	گنوارپن
ruffle	چنت
rugged	اتان
rugged	اوبڑ
rugged	جرجر
rugged	درشت
rugged	کھردرا
rugged	کھرکھرا
rugged	کیڑا کھایا
rugged	گڑبڑ
ruggedness	کھردرا پن
ruin	ابتری
ruin	اسراف
ruin	اہلاک
ruin	بربادی
ruin	بگاڑ
ruin	خرابہ
ruin	خلال
ruin	خلل
ruin	ستیاناس
ruin	ضلال
ruin	ضلالت
ruin	نابودی
ruin	ناش
ruin	وبال
ruin	ہلاکت
ruin_destroy	گرانا
ruined	ابتر
ruined	بکھرنا
ruined	بگڑنا
ruined	تباہی زدہ
ruined	خانہ خراب
ruined	خراب
ruined	خراب حال
ruined	خوار
ruined	زیر و زبر
ruined	سونا
ruined	متفرق
ruined	مختل
ruined	ویران
ruined	چھاچھی
ruined_bewildered	پریشان
ruining	بھنڈ
rule	آئین
rule	ابدھ
rule	بادشاہت
rule	تعارف
rule	جدول کش
rule	جہاں داری
rule	حساب
rule	حکم
rule	حکومت
rule	دستور
rule	دولت
rule	دھرم
rule	راج
rule	روش
rule	سیادت
rule	سیاست
rule	طریقہ
rule	قاعدہ
rule	قانون
rule	ملک
rule	پیری
rule	پیش نہاد
rule.	تحکم
rule_of_addition	گنتی
rule_of_position	کوتک
ruled	جدولی
ruler	آمر
ruler	ایشور
ruler	خدا
ruler	عامل
ruler	فرمان دہ
ruler	فرمان گزار
ruler	ناظم
ruler	پرشاستا
rules	آئین
ruling	تحکم
ruling	پرشاسن
ruling_reigning	سیادت
rumbling_noise	زناٹا
rumbling_noise	سناٹا
rumination	پاگر
rumor	شہرت
rumour	آوازہ
rumour	اشتہار
rumour	بازاری خبر
rumour	بازاری گپ
rumour	دھوم
rumour	طنطنہ
rump-bone	ڈھڈی
rumple	چنت
rumpus	مانمت
run	بپھرنا
run_away	سٹکنا
run_away_with	ابھارنا
run_to_ruin	بپھرنا
runaway	گریزپا
rune	تراشنا
runner	جٹا
runner	پایک
runner	ڈاک پیادہ
runner	ڈاک کا رونا
runner	ڈاک کا ہرکارہ
running	بہتا
running	تاز
running	دوڑ
running	روانگی
running	روانی
running	طیار
running	ٹکر
running_away	فرار
running_away	پرپلائی
running_commentary	شرح
running_down	تسلسل
running_sore	ناسور
running_to_and_fro	دوڑ دھوپ
rupee	روپ درشن
rupee	ٹکا
rupee	چلکی
rupture	خلل
rupture	شکستگی
rupture	فتق اربیہ
rural	دھاتی
rural_district	سواد
rush	رش
rush	فراٹا
rush_in	ٹوٹنا
rush_or_gallop_.	ڈانٹ ڈپٹ
rushing_stream	ریلا
rust	زنگ
rust	زنگار
rust	کائی
rustic	دھاتی
rustic	گنوار
rusticity	گنوارپن
rustling_or_rippling_sound	چھلچھلاہٹ
rusty	زنگ آلود
rusty	زنگ آلودہ
s_sort_of_bee	پتنگا
s_stationary	مقامی
s_taking_a_debt)	تحارج
saccate	جھولی دار
saccharum_officiarum	پونڈہ
sack	اکھا
sack	بورا
sack	تھیلا
sack	تھیلی
sack	جھولی
sacred_place	پنیہ ستھان
sacred_spot_or_district	کھیت
sacrifice	بل
sacrifice	بھینٹ
sacrifice	جاگ
sacrifice	ستر
sacrifice	قربانی
sacrifice_(to_avert_misfortune	صدقہ
sacrificed_or_dying	فدا
sacrificer	ذابح
sacrifices	اضحی
sacrificial_animals	اضحی
sacrificial_knife	کرپان
sad	آزردہ
sad	آزردہ خاطر
sad	اداس
sad	تلخ
sad	حزین
sad	دل تنگ
sad	دکھی
sad	دکھیارا
sad	رنجور
sad	رنجیدہ
sad	غم خوار
sad	غم زدہ
sad	غمگین
sad	ماتم زدہ
sad	متالم
sad	مغموم
sad.	غم آلود
saddening	کوفت آمیز
saddle	زین
saddle-cloth	زین
saddle-cloth	زین پوش
saddle-rack	گھوڑی
saddle-straps	فتراک
saddle_-_camel	راحلہ
saddle_cloth.	غاشیہ
sadness	اداسی
sadness	رنج
sadness	رنجیدگی
sadness	شکستگی
sadness	غم ناکی
sadness	غمگینی
sadness	کوفت
safe	درست
safe	سالم
safe	سیف
safe_and_sound	بخیر و خوبی
safe_and_sound	صحیح سلامت
safe_and_well	صحیح سلامت
safe_place	حرز
safeguard	امان
safeguard	تحفظ
safely	خیرخواہی
safely	سلامت
safety	ابناس
safety	امان
safety	امن
safety	امنیت
safety	رچھا
safety	سلام
safety	عافیت
safety	فلاح
saffron	رکت چندن
saffron	زعفران
saffron	عبوری ضمانت
saffron	عبیر
saffron	پنیاک
saffron	کیسر
saffron-coloured	کیسری
saffron-coloured__dress	کیسری بانا
saffron_-_coloured	زعفرانی
saffron_colour	کیسری رنگ
sagacious	باشعور
sagacious	خرد مند
sagacious	دانش مند
sagacious	دانش ور
sagacious	دور اندیش
sagacious	ذہین
sagacious	زیرک
sagacious	سیانا
sagacious	شبانہ
sagacious	عارف
sagacious	فطرتی
sagacity	دور اندیشی
sagacity	ذکا
sagacity	ذھن
sagacity	ذہانت
sagacity	شعور
sagacity	عقل مندی
sagacity	فطانت
sagacity	فطرت
sagacity	فن
sagacity	چترائی
sage	بزرگ
sage	حکیم
sage	دانا
sage	دانا بینا
sage	سادھو
sage	سادہ
sage	پراتن
sage-like	حکیمانہ
sagely	حکیمانہ
said	فرمودہ
sail	بادبان
sail	پردہ
sailor	جہازی
sailor	کشتی بان
saint	بزرگ
saint	رشی
saint	سادھو
saint	سادہ
saint	سنت
saint	ولی
saint	پیرانہ
saint-sage	رشی
saints	ابرار
sake	رو
salaciousness	آلنگ
salacity	اتھان
salad	رائتا
salary	تنخواہ
salary	وجہ
salary	وظیفہ
sale	بازار
sale	رواج
sale	نکاس
sale	کھپت
sale_by_commission	آڑھت
sale_selling	فروخت
saleable	پنیہ
saline	نمکین
saline_soil	کلر
saliva	تھوک
saliva	رال
saliva	رطوبت
saliva	لعاب
sallow	سانولا
salt	بنجارا
salt	شور
salt	نمک
salt	نمکین
salted	سلونا
salted	نمکین
saltness	شورش
salutation	تسلیم
salutation	سلام
salutation	سواگت
salutation	صاحب سلامت
salutation	کورنش
salutation.	درود
salute	سیلوٹ
saluting	تسلیم
salvation	جان بخشی
salvation	نجات
salvation	پرگوپن
salvation	گت
salver	تشتری
salver	رال
same_as_above	پیچاک
sample	نمونہ
san	سیمپل
sanctification	تطہیر
sanctification	تقدیس
sanctifying	تقدیس
sanctimonious	پاشنڈی
sanction	حکم
sanction	قبول
sanction	پروانہ
sanctioned	مجوزہ
sanctioning	مجوز
sanctity	تقدس
sanctity	تقدیس
sanctity	صلاحیت
sanctity	طہارت
sanctity	عزیزی
sanctity	قدس
sand	بارو
sand	رج
sand	رمل
sand	ریتلا
sand	ریگ
sandal	سارنگ
sandal	سینڈل
sandal	نعل
sandal	پادکا
sandal	کفش
sandbank	پلن
sandbank	چر
sandwitch	سینڈوچ
sandy	کرکرا
sandy_beach	پلن
sandy_ground_or_soil	ریتلا
sandy_place	ریگستان
sandy_soil	بھودا
sanguinary	خون خوار
sanitary	صحت بخش
sanskrit_language	دیوبانی
sap	رطوبت
sap	ست
sap	شیرہ
sap	عرق
sapindus_detergens	ریٹھا
sapless	سوکھا
sapling	بچہ
sapling	روپا
sapling	پود
sappan_or_red_wood	بکم
sapphire	نیلم
sarcasm	رمز
sarcasm	طنز
sarcasm	پرہسن
sarcastic	نمکین
sash	جال
sastra	درشن
satan	ابلیس
satan	اہرمن
satanic	خناسی
sate	اجل
sated	سیر
satiated	سیر
satiatel	اپھرانا
satiety	سیری
satire	مذمت
satire	پرہسن
satisfaction	ایفا
satisfaction	بھوگ
satisfaction	تسلی
satisfaction	جزا
satisfaction	نار
satisfaction	پاداشت
satisfaction	پریت
satisfied	راضی
satisfied	پورا
satisfied	کامیاب
satisfying	ایفا
satisfying	پور
satisfying	پورک
saturated	تر
saturated	تربتر
saturated	لت پت
saturday	بار
saturday	دور کی کوڑی
saturday	سنیچر
saturn	سنیچر
sauce	سوپ
sauce	یخنی
saucer	تشتری
saucer	طشتری
saucer	پرچ
saucer	پریج
sauciness	گستاخی
saucy	ڈھیٹ
saucy	گستاخ
saunter	ٹہلنا
savage	جنگلی
savage	کور
savant	صاحب ذوق
save	غیر
save	مگر
save	کمانا
save_only	مگر
saved	ناجی
saving	تخلیص
saving	ترانی
saving_anyones_life	پراندا
savings	جوڑ جاڑ
savings	کفایت
savour	جانب داری
savour	سواد
savour	لذت
savour	مزا
savour	نمک
savoury	رسال
savoury	لذیذ
savoury	چٹپٹا
saw	آرا
saw	ارہ
saw	ضرب المثل
saw-dust	بورا
sawdust	برادہ
say	بتانا
say	بولنا
saying	بات
saying	باک
saying	بین
saying	جواب
saying	قال
saying	قول
saying	لفظ
saying	مقالہ
saying	مقولہ
saying	کلمہ
saying	کہاوت
saying	گفت
saying_allaho_akbar	تحریمہ
scab	خارش
scab_of_a_sore	انگور
scald-head	گنج
scald-headed	گنجا
scale	تدریج
scale	ترازو
scale	فلس
scale	پلڑا
scale	پپڑی
scandal	پلم
scanty	کم
scanty_means_of_subsistence	ٹکی
scar	نشان
scarce	آگ
scarce	عنقا
scarce	نایاب
scarce	کم یاب
scarcely	اتفاق سے
scarceness	گرانی
scarcity	امساک
scarcity	اکال
scarcity	قحط
scarcity	قلت
scarcity	نایابی
scarcity	ٹوٹ
scarcity	گرانی
scare	ڈرانا
scared	رمیدہ
scared.	بھوچک
scared_away	متوحش
scarf	اسکارف
scarf	اپرنا
scarifying	حجامی
scarlet_or_lady-fly	بیربہوٹی
scatter	ادھیڑنا
scattered	برسنا
scattered	تحس نحس
scattered	متفرق
scattered	پراگندہ
scattered	پریشان
scattered	کھنڈت
scattered_portion	بکھیر
scatterer	فشاں
scattering	بکھیر
scattering	فشاں
scattering	نشر
scattering	چھترائے
scattering_colour	رنگ افشانی
scattering_roses_or_flowers	گل ریز
scavenger	بھنگی
scene	سماں
scene	سین
scenery	سینری
scent	بو
scent	رائحہ
scent	سونگھنا
scent	سینٹ
scent	شامہ
scent	پٹاری
scent-case	عطر دان
scented	چمپا کیلا
scented_leather	ادیم
sceptre	عصا
schedule	فہرست مقدمات
scheme	اسکیم
scheme	بیونت
scheme	تجویز
scheme	جگت
scheme	ٹھاٹ
scheming	جگت باز
schism	بدعت
schism	رفض
scholar	اسکالر
scholar	تلمذ
scholar	سخن داں
scholar	سخن شناسی
scholarship	علمیت
scholarship	وظیفہ
scholarship	پنڈتائی
school	آشرم
school	اسکول
school	دبستان
school	مدرسہ
school	مٹھ
school	مکتب
school	چرن
school_master	اسکول ماسٹر
school_mistress	اسکول مسٹرس
school_of_thought	دبستان خیال
school_teacher	اسکول ٹیچر
schoolmistress	استانی
science	حکمت
science	دانش
science	دانش وری
science	درایت
science	سائنس
science	عرفان
science	علم
science	فرزانگی
science	فن
science_of_astronomy.	علم ہیئت
sciences	فنون
scientific	سائنس دان
scientific	سائنسی
scientific	سائنٹفک
scientific	سائنٹفک اصول
scientific	علمی
scientific_research_method	سائنٹفک طریقۂ تحقیق
scientist	سائنٹسٹ
scimitar	تیغ
scimitar	شمشیر
scimitar	کرپان
scoff	استہزا
scoff	طنز
scoffer	طناز
scold	دھمکانا
scolding	جھڑجھڑاہٹ
scoleling	جھڑکی
sconce	کھوپڑی
scope	دخل
scope	مدعا
scorched	جلابھنا
scorching_heat	پرتاب
score	اسکور
scoria	فلز
scorn	استہزا
scorn	تحقیر
scorn	حمیت
scorn	مذمت
scorning	استحقار
scorpion	بچھ
scorpion	عقرب
scot_land_yard	اسکاٹ لینڈ یارڈ
scotch	اسکاچ
scour	مانجھنا
scouring	جلا
scout	اسکاؤٹ
scout	سکاوٹ
scrap	دنکا
scrap	رقعہ
scrap	لقمہ
scrap	پرزا
scrap	پرزہ
scrap_of_paper	پرچہ
scrape	کریدنا
scraping	خراش
scraping_together	جوڑ جاڑ
scraps	جوڑ جاڑ
scraps	پنڈولی
scratch	خراش
scratch	چرکا
scratching	کھجلاہٹ
scratching_sound	صریر
scrawl	بدخط
scream	ٹرانا
scream	کوک
screen	اسکرین
screen	جھانپنا
screen	روک
screen	ٹٹی
screen	پردہ
screen	پٹ
screw	پیچ
screw-driver	پیچ کش
scribbling	کیل کانٹے
scribe	اہل قلم
script	پرچہ
scripture	کتاب
scrofula	کنٹھ مالا
scrotum	تھیلی
scrub	مانجھنا
scruple	اشتباہ
scruple	وہم
scrupulous	احتیاطی
scrupulousness	احتیاط
scrutiny	پرکھ
scuffle	جھول جھال
sculptor	نقاش
scum	حمیل
scum	کائی
scum	کدورت
scum	کف
scurf	پپڑی
scurrility	زبان درازی
scurrility	پھکوڑیات
scurrilous	پوچ
scurvy	پوچ
se	سیمسٹر
sea	بحر
sea	ساگر
sea	سمندر
sea-port	بندرگاہ
sea_man	کشتی بان
seal	تمغا
seal	خاتم الانبیا
seal	ختم
seal	سیل
seal	نشان
sealing-wax	لاکھ
seam	درز
seam	سلائی
search	استفسار
search	تجسس
search	جست
search	سراغ
search	طلب
search	ٹوہ
search	ٹٹول
search	ڈھونڈنا
search_after_knowledge	طالب العلمی
searching	جست
searching	ٹوہ
searching	ٹٹول
searching	کھودنی
searching_carefully	تجسس
searching_the_person	تلاشی
seas	بحار
season	رت
season	روزگار
season	زمان
season	سماں
season	سمے
season	سیزن
season	عالم
season	فصل
season	وقت
season	پہرا
season_conjecture	عہد
season_of_plenty	سماں
season_of_scarcity	اکال
seasoned	سلونا
seasoning	گرم مسالا
seat	آسن
seat	تخت
seat	تخت پوش
seat	تھڑا
seat	جلسہ
seat	سیٹ
seat	نشیمن
seat	کرسی
seat_of_government	تخت گاہ
seated_aloft	بالانشین
secluded	گوشہ نشین
seclusion	خلوت
seclusion	پردہ
seclusion	گوشہ
second	آن
second	بازو
second	بپل
second	ثانی
second	ثانیہ
second	جانب دار
second	دوئی
second	دوسری
second	دوم
second	پشت
second_brother_of_yudhishthir	بھیم
second_sort	دوم
second_time	دو بار
second_time	دو بارہ
secondary	ثانوی
secondary_education	بیٹا
seconding	جانب داری
secondly	ثانیاً
secratory	فارن سیکریٹری
secrecy	پردہ
secrecy	پنہانی
secrecy	پوشیدگی
secret	بپت
secret	خافی
secret	خفا
secret	در پردہ
secret	سربستہ
secret	عقدہ
secret	غیب
secret	مخفی
secret	پردہ
secret	پردہ نشین
secret	چھپانا
secret_complainer	غیبتی
secret_drawer	چور خانہ
secret_emissary_or_agent	چر
secret_movement_or_organization.	خفیہ تنظیم
secret_path	چور راستہ
secret_path	چور گلی
secret_wicket	چور کھڑکی
secretary	دبیر
secretary	دیوان
secretary	سیکریٹری
secretly	در پردہ
sect	بانا
sect	دھرم
sect	طریقہ
sect	پنت
sect	چرن
sect	کیش
sect.	دودھ
sect_or_trade	ٹولا
section	سیکشن
section	فصل
section	قسمت
section	پرکرم
section	پرکرن
section	کاٹ
section	کھنڈ
section.	دفعہ
section_of_a_country	کھنڈ بھومی
secular	دنیاوی
secular	سیکولر
secundines	آنول
secure	سالم
secure	پانا
secure	پرکھنا
securely	سلامت
security	امان
security	امن
security	امنیت
security	تسلیم
security	سیکورٹی
security	ضامن
security	فلاح
security	کفالت
security	یرغمال
security-bond	ضمانت نامہ
sedate	دھیر
sedate	صالح
sediment	کچرا
sediment	کھل
sediment	کیٹ
sedition	دنگا
sedition	طغیان
sedition	غدر
sedition	فتنہ
seditions	فتان
seditious	فتنہ انگیز
seditious	فتنہ جو
seditious	فتنہ خیز
seditious	فتنہ زا
seditious	فتنہ پرداز
seditious	فتنہ پرور
seditious	فسادی
seditious	پر فتنہ
seditiousness	فتنہ انگیزی
seduce	پھسلانا
seduced	گم راہ
seducer.	پھسلونیا
seduction	اغوا
seduction	فتنہ
seduction	پرلوبھ
seductive	فتان
see-time	بوائی
see_through	بھانپنا
seed	بیج
seed	تخم
seed	حب
seed	ٹول
seed-time	بونا
seed_of_fleawort	بارتنگ
seed_of_the_sesamum	تل
seeding	پنیری
seeing	بصارت
seeing	بینا
seeing	درشن
seeing	رویت
seeing	سوجھ
seeing	مشاہدہ
seeing	ناظر
seek	جستجو
seeker.	خواہاں
seeker_after_knowledge	طالب علم
seekess_after_knowledge	طلبہ
seeking	جویا
seeking	طلب گار
seeking	طلب گاری
seeking	ڈھونڈنا
seeking_assistance	استظہار
seeking_assistance	استعانت
seeking_disturbance	فتنہ جو
seeking_gain_or_advantage	استفادہ
seeking_information	استفسار
seeking_martyrdom	تشہد
seeking_or_getting_employment	استخدام
seeking_proof	استدلال
seeking_to_be_excused	استعفا
seemingly	ظاہراً
seemly	سندر
seen	دیکھا
seen	دیکھا ہوا
seer	دیدہ
seer	غیب داں
segment	قطع
segment	قطعہ
segment	کرچی
seindler	لٹیرا
seize	تھامنا
seized	مقبوضہ
seized	گرفتار
seizer	گاہک
seizing	آگرہ
seizing	قبض
seizing	پرگرہ
seizing	پرگرہن
seizing_by_force	سلب
seizing_the_skirts	دامن گیر
seizure	ضبطی
seizure	قبض
seizure	قرق
seizure	گرفت
seizure	گرفتاری
seldom	شاذ
select	نکالنا
select	چننا
selected	برگزیدہ
selected	مختار
selected	چنندہ
selecting	پرگرہ
selection	باچھ
self	آپا
self	اتماں
self	تن
self	جی
self	خودی
self	پلیٹ فارم
self-_satisfied	خود پسندی
self-approved	خود پسندی
self-conceit	خود نمائی
self-conceited	خود بین
self-conceited	خود سر
self-control	اجتناب
self-denial	اجتناب
self-destruction	خودکشی
self-evident	بدیہی
self-existent_or_universal_spirit	ست
self-interest	غرض مندی
self-interested	خود غرض
self-knowledge	عرفان ذات
self-magnification	عظمت
self-mortification.	اجتناب
self-possessed	دھیر
self-possessing	خود دار
self-possession	اوسان
self-respect	عزت نفس
self-restraint	صبر
self-seeking	غرضی
self-taught_man	عطائی
self-willed	رگیلا
self-willed_person	رگیلا
self_-_complacent	خود پسندی
self_-_conceited	خود پرست
self_-_indulgent	خود پرست
self_-_opinionated	خود پرست
self_seedling	پود
self_seeking	آپ کا جی
selfish	آپ کا جی
selfish	خود غرض
selfish	زر پرست
selfish	غرض آلود
selfish	غرض آمیز
selfish	غرض مند
selfish	غرضی
selfish.	خود پرست
selfish_person	ابن الغرض
selfishness	خودی
selfishness.	غرض مندی
seller	بیچا
seller	فروش
seller	فروشندہ
selling	آڑھت
selling	اشترا
selling	بیچا
selling	فروش
selling	فروشندہ
selling_price	بازار بھاو
selling_price	بازار کا بھاؤ
selling_price	بازار کا نرخ
selvage	حاشیہ
selves	آپس
semblance	درشن
semblance	نمائش
semblance	وجہ
semen	بوند
semi	سیمی
semi-circular_armlet	بانک
semi.	نصف
seminar	سیمینار
semolina.	سوجی
senate	اجماع
senate	جلسۂ امرا
senate	دیوان
senate	سینیٹ
senator	دستور
senator	سینیٹر
senator	مشیر
send_for	بلانا
sending	ابلاغ
sending	ترسیل
sending_a_letter	رسالہ
sending_for	طلب
senility	بڑھاپا
senility	پیری
senior	باپ
senior	سینیر
senior	کبیر
senior__anglo_vernacular	ایس۔ اے۔ وی
seniority	بزرگی
seniority	سنیارٹی
seniority	سینیارٹی
seniority	قدامت
sensation	سدھ
sensation.	اوسان
sense	ببیک
sense	بدھ
sense	حس
sense	درایت
sense	سمجھ
sense	شعور
sense	عقل
sense	لحاظ
sense	ہوش
sense_of_decency	لاج
sense_of_deprivation	احساس محرومی
sense_of_hearing	سامعہ
sense_of_hearing	سماعت
sense_of_shame	حیا
sense_of_sight	بصارت
sense_of_smell	شامہ
senseless	الو
senseless	باد ہوائی
senseless	جڑ
senseless	غافل
senseless	غوغائی
senses	اوسان
senses	حواس
sensible	عاقل
sensible	عقل مند
sensible	چار بانگ
sensible	چار ضرب
sensor_board	سنسر بورڈ
sensual_pleasure	بھوگ بلاس
sensual_pleasure	لذت نفسانی
sensual_pleasures	عیش و عشرت
sensualist	عیاش
sensuality	شہوت
sensuality	عیاشی
sensuality	عیش
sent	روانہ
sent	فرستادہ
sent	مرسل
sentence	باک
sentence	تجویز
sentence	حکم
sentence	فتوی
sentence	مقالہ
sentiment	حس
sentinel	پہرا دار
sentinel	پہروا
separate	متفرق
separate	پرتھک
separated	فراق زدہ
separated	متفرق
separated_from_ones_family	آوارہ
separately	ایک ایک کرکے
separately	پرتھک
separating	تجرید
separating	تفریق
separation	انفصال
separation	انقطاع
separation	باچھ
separation	بروگ
separation	برہ
separation	بھنگی
separation	تجرید
separation	تفریق
separation	تفصیل
separation	دوئی
separation	علیحدگی
separation	فراق
separation	فرقت
separation	قطع تعلق
separation	پراگندگی
separation	پربھید
separation	کاٹ
separation.	تخلخل
seperate	علیحدہ
seperating	فاصلہ
seperation	فرق
seperation	فصل
september	ستمبر
september-october	کنوار
septic	رند
sequence	تسلسل
seraglio	زنانہ
seraglio	محل سرا
seraph	اسرافیل
seraph	سرافیل
serene	پھرچھا
serene	کشادہ
serene.	آسودہ حال
serenity	کشائش
sergeant	سارجنٹ
serial	سیریل
series	تسلسل
series	رشتہ
series	رہٹ
series	سطر
series	سلسلہ
series	سلک
series	لڑ
series	پنکت
serious	گراں بار
seriousness	سوچ
sermon	اپدیش
serpent	سانپ
serpent	ناگ
serpent	پنگ
serpent-shaped_demon	پنگ
serpent-virgin	ناگ کنیا
serrated	دنتی
servant	باہک
servant	بندہ
servant	خادم
servant	داس
servant	سرونٹ
servant	سیوک
servant	عبد
servant	عبید
servant	نوکر
servant	چیلا
servant	ڈنگر
servant-girl	لونڈی
servant_quarter	سرونٹ کوارٹر
servants	انفار
servants	خدم
servants	رقاب
servants	پرجن
servants_quarters	خواص پورہ
served	مخدوم
service	بندگی
service	خدمت
service	روزگار
service	سروس
service	سیوا
service	غلامی
service	ٹہل
service	پریا
service	چرن سیوا
service	کارگزاری
service	کام
service.	بھکشا
service_book	سروس بک
serviceable	کار آمد
serviceable	کارگر
servile	باہک
servitude	ابتذال
servitude	بندگی
servitude	سیوا
servitude	غلامی
sesamum_indicum	تل
sesamum_plant	تل
session	مجالست
session	نشست
session_judge	سیشن جج
sessions	اجلاس
set	باندھنا
set	سیٹ
set	ٹولا
set_a_going	چلوانا
set_a_part	اٹھانا
set_at_rest	ٹھنڈا
set_free	آزادانہ
set_free	ابھارنا
set_free	بچانا
set_free	کھولنا
set_going_or_ply	بجانا
set_in_order	مترتب
set_of_teeth	بتیسی
set_off	اٹھانا
set_on_fire	افروختہ
set_or_put_down	ٹیکنا
set_or_studded	مرصع
set_the_heart_upon	ٹھاننا
set_up	برپا
set_up	بٹھانا
seton	گل
settee	بانک
setter_of_jewels	جڑیا
setting	است
setting	ترکیب
setting	تھیوا
setting_(of_the_sun	غرب
setting_aside	استثنا
setting_aside	تردید
setting_in_order	ترتیب
setting_off_self	خود آرا
setting_on_fire	احراق
setting_out	پریان
setting_up	تشکیل
setting_up	ناصب
setting_up	نصب
settle	سنبھالنا
settled	قراری
settled	لگا لگایا
settled	مترتب
settled	مقرر
settled	کوتاہ
settled_mode	رسم
settlement	اقرار نامہ
settlement	انفصال
settlement	بستی
settlement	بندوبست
settlement	بیچ بچائے
settlement	تصفیہ
settlement	تقرر
settlement	رفع
settlement	نشیمن
settlement	نکاس
settlement	چکت
settling	رفع
seven_seas	سات سمندر
seventh	ساتواں
seventy-four	چوہتر
seventy-nine	اناسی
seventy-three	تہتر
seventy_fifth	چوہترواں
seventy_six	چھہتر
seventy_sixth	چھہترواں
sever	عظیم
sever	کھڑتل
several	بعض
several	پرتھک
severally	ایک ایک کرکے
severally	پرتھک
severalty.	علیحدگی
severance	ٹوٹ
severe	اشد
severe	حار
severe	ناترس
severe	پرخاش
severe	کٹھور
severe_or_grievous_disease.	مرض اشد
severed	انقطاع
severing	عاق
severity	تشدد
severity	تندی
severity	درشتی
severity	سیاست
severity	صلابت
severity	کھٹا پن
sewer	سنڈاس
sewing	درز
sewing	سلائی
sewing	سوتی
sewing_button_holes	شیرازہ
sewing_silk	ابریشم
sewing_with_long_stitches	بخیہ
sexual_desire	اتھان
sexual_enjoyment	بھوگ
sexual_intercourse	سنگم
sexual_intercourse	صحبت داری
sexual_intercourse	پربھوگ
sexual_intercourse	کھیل
sexual_intercourse.	بھوگ بلاس
sexual_passion	سنگار
sexual_passion	چل
sexual_passion	گرمی
sexual_union	سنگار
sfferer	درد کا مارا
shabby	پوچ
shabby_ornaments	لاٹ
shackle	قید
shad	ظل
shade	جھانپنا
shade	سایہ
shade	شیڈ
shade	چھانو
shadow	اثر
shadow	خیال
shadow	سایہ
shadow	ظل
shadow	عکس
shadow-caster.	سایہ فگن
shadow_of_god	ظل اللہ
shadow_of_god	ظل الہی
shadow_or_influence	پرچھائیں
shady	سایہ دار
shaggy	بال دار
shake	ترانہ
shake	جھٹک
shake	نغمہ
shaking	جنبان
shaking	جھول جھال
shaking	لرزاں
shaking	لرزہ
shaking	لغزش
shaking	چری
shaky	لچر
shaky	چلاؤ
shallow	اتان
shallow	کم ظرف
shallow_lake	جھیل
shallowness	کم ظرفی
sham	جھوٹ
sham	نخرا
shame	انفعال
shame	بناوٹ
shame	تندم
shame	حجاب
shame	حیا
shame	رغم
shame	شرمندگی
shame	عار
shame	فضیحت
shame	لاج
shame	لحاظ
shame-faced_ness	شرمندگی
shame-faced_ness	کھسیانا پن
shameful	قبیح
shamefulness	قبح
shameless	بد فعل
shameless	ڈھیٹ
shameless_person	چکنا باسن
shape	آکار
shape	اسلوب
shape	بانا
shape	بنانا
shape	بناوٹ
shape	بیونت
shape	تراش
shape	تراشنا
shape	دھج
shape	روپ
shape	رویت
shape	ساخت
shape	سج
shape	شکل
shape	قامت
shape	قطع
shape	وجہ
shape	ٹھاٹ
shape	ڈھالنا
shape	ڈھب
shaped	سجیلا
shapeless	امورت
share	بانٹ
share	بانٹا
share	باچھ
share	ببھکتی
share	بٹائی
share	بھاجی
share	حصہ
share	حظ
share	حقیقت
share	ساجھا
share	قسمت
share	ٹانک
share	ٹانگ
share	پتی
share	پڑتا
share	چھرا
share_of_produce	بٹائی
shareholder	ساجھی
sharia_court	شریعت کورٹ
shark	شارک
shark	گاہ
sharp	آگ
sharp	براں
sharp	تلخ زبان
sharp	تلخ گو
sharp	تیز
sharp	جگت باز
sharp	حاد
sharp	حراف
