Token ID	Source Token	Source Lemma	Source POS	Translated Token	Translated Lemma	Synset ID	Link in Dictionary?	same_meaning	translation_equivalents
wf	no	no	 	 	 	 			
d009.s025.t000	indication	indication	N	اشارہ	اشارہ	bn:00046473n	TRUE		
wf	she	she	 	 	 	 			
wf	will	will	 	 	 	 			
wf	do	do	 	 	 	 			
wf	so	so	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d010.s000.t000	familiarity	familiarity	N	واقفیت	واقفیت	bn:00000990n	FALSE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Spanish	spanish	 	 	 	 			
wf	is	be	 	 	 	 			
wf	higher	higher	 	 	 	 			
wf	than	than	 	 	 	 			
wf	that	that	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Ticos	tico	 	 	 	 			
wf	Of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	22	22	 	 	 	 			
d010.s001.t000	players	player	N	کھلاڑیوں	کھلاڑی	bn:00060799n	TRUE		
wf	called	call	 	 	 	 			
wf	in	in	 	 	 	 			
d010.s001.t001	Spain	spain	N	کھیلے	کھیلنا	bn:00031605n	FALSE		
wf	","	","	 	 	 	 			
wf	ten	ten	 	 	 	 			
wf	passed	pass	 	 	 	 			
wf	50	50	 	 	 	 			
wf	international	international	 	 	 	 			
d010.s001.t002	games	game	N	میچز	میچز	bn:00037181n	FALSE		
wf	.	.	 	 	 	 			
wf	On	on	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s002.t000	side	side	N	جانب	جانب	bn:00071432n	TRUE		
wf	of	of	 	 	 	 			
d010.s002.t001	Costa Rica	costa_rica	N	ریکا	ریکا	bn:00023012n	TRUE		
wf	only	only	 	 	 	 			
wf	one	one	 	 	 	 			
wf	of	of	 	 	 	 			
wf	22	22	 	 	 	 			
wf	called	call	 	 	 	 			
wf	reached	reach	 	 	 	 			
wf	50	50	 	 	 	 			
d010.s002.t003	games	game	N	50	50	bn:00037181n	FALSE		
wf	.	.	 	 	 	 			
wf	A	a	 	 	 	 			
wf	minor	minor	 	 	 	 			
d010.s003.t000	contrast	contrast	N	تضاد	تضاد	bn:00022263n	TRUE		
wf	to	to	 	 	 	 			
d010.s003.t001	Costa Rica	costa_rica	N	ریکا	ریکا	bn:00023012n	TRUE		
wf	","	","	 	 	 	 			
wf	comparing	compare	 	 	 	 			
wf	the	the	 	 	 	 			
wf	22	22	 	 	 	 			
d010.s003.t002	players	player	N	22	22	bn:00060799n	FALSE		
wf	called	call	 	 	 	 			
wf	by	by	 	 	 	 			
wf	both	both	 	 	 	 			
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
wf	friendly	friendly	 	 	 	 			
d010.s003.t004	game	game	N	دوستانہ	دوستانہ	bn:00037181n	FALSE		
wf	","	","	 	 	 	 			
wf	at	at	 	 	 	 			
wf	3:05	3:05	 	 	 	 			
wf	pm	pm	 	 	 	 			
wf	at	at	 	 	 	 			
wf	the	the	 	 	 	 			
wf	National	national	 	 	 	 			
wf	Stadium	stadium	 	 	 	 			
wf	in	in	 	 	 	 			
d010.s003.t006	San Jose	san_jose	N	میں	میں	bn:00015531n	FALSE		
wf	.	.	 	 	 	 			
wf	While	while	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s004.t000	Europe	europe	N	یورپ	یورپ	bn:00031896n	TRUE		
wf	and	and	 	 	 	 			
wf	world	world	 	 	 	 			
wf	champions	champion	 	 	 	 			
wf	","	","	 	 	 	 			
d010.s004.t001	number one	number_one	N	نمبر	نمبر	bn:00034737n	FALSE		
wf	one	one	 	 	 	 			
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
wf	monthly	monthly	 	 	 	 			
d010.s004.t002	top	top	N	ماہانہ	ماہانہ	bn:00000942n	FALSE		
wf	of	of	 	 	 	 			
wf	FIFA	fifa	 	 	 	 			
wf	","	","	 	 	 	 			
wf	have	have	 	 	 	 			
wf	a	a	 	 	 	 			
wf	long	long	 	 	 	 			
d010.s004.t003	record	record	N	طویل	طویل	bn:00066576n	FALSE		
wf	of	of	 	 	 	 			
wf	Class	class	 	 	 	 			
wf	A	a	 	 	 	 			
wf	inter	inter	 	 	 	 			
d010.s004.t004	selection	selection	N	رکھتے	رکھنا	bn:00018661n	FALSE		
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Tricolor	tricolor	 	 	 	 			
wf	has	have	 	 	 	 			
wf	only	only	 	 	 	 			
wf	the	the	 	 	 	 			
wf	defender	defender	 	 	 	 			
wf	Michael	michael	 	 	 	 			
wf	Umana	umana	 	 	 	 			
wf	as	as	 	 	 	 			
wf	the	the	 	 	 	 			
wf	only	only	 	 	 	 			
wf	one	one	 	 	 	 			
wf	who	who	 	 	 	 			
wf	has	have	 	 	 	 			
wf	50	50	 	 	 	 			
wf	international	international	 	 	 	 			
d010.s004.t005	games	game	N	الاقوامی	الاقوامی	bn:00037181n	FALSE		
wf	.	.	 	 	 	 			
wf	That	that	 	 	 	 			
d010.s005.t000	number	number	N	تعداد	تعداد	bn:00034394n	TRUE		
wf	was	be	 	 	 	 			
wf	reached	reach	 	 	 	 			
d010.s005.t001	Friday	friday	N	جمعہ	جمعہ	bn:00036512n	TRUE		
wf	before	before	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s005.t002	game	game	N	میچ	میچ	bn:00037181n	FALSE		
wf	against	against	 	 	 	 			
d010.s005.t003	Panama	panama	N	۰-۲	۰-۲	bn:00060340n	FALSE		
wf	(	(	 	 	 	 			
wf	0-2	0-2	 	 	 	 			
wf	)	)	 	 	 	 			
wf	","	","	 	 	 	 			
wf	in	in	 	 	 	 			
wf	Rommel	rommel	 	 	 	 			
wf	Fernandez	fernandez	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Spanish	spanish	 	 	 	 			
d010.s006.t000	football players	football_player	N	بال	بال	bn:00035713n	FALSE		
wf	playing	play	 	 	 	 			
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
wf	All-Star	all-star	 	 	 	 			
d010.s006.t001	League	league	N	آل	آل	bn:00021722n	FALSE		
wf	and	and	 	 	 	 			
wf	in	in	 	 	 	 			
wf	powerful	powerful	 	 	 	 			
d010.s006.t002	clubs	club	N	طاقتور	طاقتور	bn:00020039n	FALSE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Premier	premier	 	 	 	 			
wf	League	league	 	 	 	 			
wf	of	of	 	 	 	 			
wf	are	be	 	 	 	 			
wf	during	during	 	 	 	 			
wf	the	the	 	 	 	 			
wf	very	very	 	 	 	 			
wf	active	active	 	 	 	 			
wf	in	in	 	 	 	 			
d010.s006.t005	league	league	N	میں	میں	bn:00021722n	FALSE		
wf	and	and	 	 	 	 			
wf	local	local	 	 	 	 			
d010.s006.t006	cup	cup	N	مقامی	مقامی	bn:00024417n	FALSE		
d010.s006.t007	competitions	competition	N	کپ	کپ	bn:00021338n	FALSE		
wf	and	and	 	 	 	 			
wf	there	there	 	 	 	 			
wf	are	be	 	 	 	 			
wf	high-level	high-level	 	 	 	 			
d010.s006.t008	shocks	shock	N	اعلی	اعلی	bn:00011444n	FALSE		
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
wf	European	european	 	 	 	 			
wf	Cups	cup	 	 	 	 			
wf	and	and	 	 	 	 			
wf	European	european	 	 	 	 			
wf	Champions	champion	 	 	 	 			
wf	League	league	 	 	 	 			
wf	.	.	 	 	 	 			
wf	To	to	 	 	 	 			
wf	this	this	 	 	 	 			
wf	is	be	 	 	 	 			
wf	added	add	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Spanish	spanish	 	 	 	 			
wf	Fury	fury	 	 	 	 			
d010.s007.t000	experience	experience	N	تجربہ	تجربہ	bn:00032308n	TRUE		
wf	in	in	 	 	 	 			
wf	complicated	complicated	 	 	 	 			
wf	qualifications	qualification	 	 	 	 			
wf	for	for	 	 	 	 			
wf	Euro	euro	 	 	 	 			
wf	Cup	cup	 	 	 	 			
wf	and	and	 	 	 	 			
d010.s007.t001	World Cup	world_cup	N	ورلڈ	ورلڈ	bn:00081625n	FALSE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	Ticos	tico	 	 	 	 			
d010.s008.t000	players	player	N	کھلاڑیوں	کھلاڑی	bn:00060799n	TRUE		
wf	","	","	 	 	 	 			
wf	however	however	 	 	 	 			
wf	","	","	 	 	 	 			
wf	have	have	 	 	 	 			
wf	a	a	 	 	 	 			
wf	limited	limited	 	 	 	 			
wf	international	international	 	 	 	 			
d010.s008.t001	experience	experience	N	تجربہ	تجربہ	bn:00032306n	TRUE		
wf	in	in	 	 	 	 			
wf	an	a	 	 	 	 			
d010.s008.t002	area	area	N	علاقے	علاقہ	bn:00005516n	TRUE		
wf	such	such	 	 	 	 			
wf	as	as	 	 	 	 			
wf	CONCACAF	concacaf	 	 	 	 			
wf	","	","	 	 	 	 			
wf	which	which	 	 	 	 			
wf	is	be	 	 	 	 			
wf	considered	consider	 	 	 	 			
wf	the	the	 	 	 	 			
wf	lowest	lowest	 	 	 	 			
d010.s008.t003	level	level	N	سطح	سطح	bn:00041239n	FALSE		
wf	within	within	 	 	 	 			
wf	FIFA	fifa	 	 	 	 			
wf	We	we	 	 	 	 			
wf	see	see	 	 	 	 			
wf	that	that	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s009.t000	peak	peak	N	بڑا	بڑا	bn:00000942n	FALSE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Spanish	spanish	 	 	 	 			
d010.s009.t001	selection	selection	N	ٹیم	ٹیم	bn:00018660n	FALSE		
wf	is	be	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s009.t002	goalkeeper	goalkeeper	N	گول	گول	bn:00040851n	FALSE		
wf	Iker	iker	 	 	 	 			
wf	Casillas	casilla	 	 	 	 			
wf	","	","	 	 	 	 			
wf	who	who	 	 	 	 			
wf	last	last	 	 	 	 			
d010.s009.t003	Saturday	saturday	N	ہفتے	ہفتہ	bn:00068696n	TRUE		
wf	against	against	 	 	 	 			
d010.s009.t004	England	england	N	انگلینڈ	انگلینڈ	bn:00030861n	TRUE		
wf	(	(	 	 	 	 			
d010.s009.t005	game	game	N	میچ	میچ	bn:00037181n	FALSE		
wf	lost	lose	 	 	 	 			
wf	with	with	 	 	 	 			
wf	0-1	0-1	 	 	 	 			
wf	in	in	 	 	 	 			
d010.s009.t006	London	london	N	لندن	لندن	bn:00013179n	FALSE		
wf	)	)	 	 	 	 			
wf	equaled	equal	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s009.t007	record	record	N	ریکارڈ	ریکارڈ	bn:00066577n	TRUE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	ex	ex	 	 	 	 			
d010.s009.t008	goalkeeper	goalkeeper	N	گول	گول	bn:00040851n	FALSE		
wf	Andoni	andonus	 	 	 	 			
wf	Zubizarreta	zubizarreta	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	126	126	 	 	 	 			
wf	international	international	 	 	 	 			
d010.s009.t009	matches	match	N	زوبیزارریٹا	زوبیزارریٹا	bn:00053772n	FALSE		
wf	.	.	 	 	 	 			
wf	Casillas	casilla	 	 	 	 			
wf	will	will	 	 	 	 			
wf	play	play	 	 	 	 			
d010.s010.t000	today	today	N	آج	آج	bn:00077463n	TRUE		
wf	against	against	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Tricolor	tricolor	 	 	 	 			
wf	and	and	 	 	 	 			
wf	will	will	 	 	 	 			
wf	impose	impose	 	 	 	 			
wf	a	a	 	 	 	 			
wf	new	new	 	 	 	 			
d010.s010.t001	record	record	N	ریکارڈ	ریکارڈ	bn:00066577n	TRUE		
wf	of	of	 	 	 	 			
wf	127	127	 	 	 	 			
wf	international	international	 	 	 	 			
wf	for	for	 	 	 	 			
wf	Spain	spain	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Xavi	xavus	 	 	 	 			
wf	Hernandez	hernandez	 	 	 	 			
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s011.t000	player	player	N	کھلاڑی	کھلاڑی	bn:00060799n	TRUE		
wf	of	of	 	 	 	 			
wf	Barcelona	barcelona	 	 	 	 			
wf	","	","	 	 	 	 			
wf	has	have	 	 	 	 			
wf	106	106	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Casillas	casilla	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Xavi	xavus	 	 	 	 			
wf	were	be	 	 	 	 			
wf	recognized	recognize	 	 	 	 			
wf	last	last	 	 	 	 			
d010.s012.t000	week	week	N	ہفتے	ہفتہ	bn:00014711n	TRUE		
wf	by	by	 	 	 	 			
wf	UEFA	uefa	 	 	 	 			
wf	together	together	 	 	 	 			
wf	with	with	 	 	 	 			
wf	the	the	 	 	 	 			
wf	other	other	 	 	 	 			
d010.s012.t001	player	player	N	کھلاڑی	کھلاڑی	bn:00060799n	TRUE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Iberian	iberian	 	 	 	 			
d010.s012.t002	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	","	","	 	 	 	 			
wf	Zubizarreta	zubizarreta	 	 	 	 			
wf	with	with	 	 	 	 			
wf	126	126	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Schalke	schalke	 	 	 	 			
d010.s012.t004	striker	striker	N	اسٹرائیکر	اسٹرائیکر	bn:00074678n	FALSE		
wf	Raul	raul	 	 	 	 			
wf	Gonzalez	gonzalez	 	 	 	 			
wf	with	with	 	 	 	 			
wf	102	102	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Almost	almost	 	 	 	 			
wf	near	near	 	 	 	 			
wf	the	the	 	 	 	 			
wf	centennial	centennial	 	 	 	 			
d010.s013.t000	number	number	N	نمبر	نمبر	bn:00034394n	TRUE		
wf	is	be	 	 	 	 			
wf	Carles	carle	 	 	 	 			
wf	Puyol	puyol	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	97	97	 	 	 	 			
d010.s013.t001	games	game	N	میچز	میچز	bn:00037181n	FALSE		
wf	.	.	 	 	 	 			
wf	Xabi	xabus	 	 	 	 			
wf	Alonso	alonso	 	 	 	 			
wf	follows	follow	 	 	 	 			
wf	them	they	 	 	 	 			
wf	with	with	 	 	 	 			
wf	91	91	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Fernando	fernando	 	 	 	 			
wf	Torres	torre	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	90	90	 	 	 	 			
wf	","	","	 	 	 	 			
wf	David	david	 	 	 	 			
wf	Villa	villa	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Sergio	sergio	 	 	 	 			
wf	Ramos	ramo	 	 	 	 			
wf	","	","	 	 	 	 			
wf	both	both	 	 	 	 			
wf	with	with	 	 	 	 			
wf	81	81	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Andres	andre	 	 	 	 			
wf	Iniesta	iniesta	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	62	62	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Cesc	cesc	 	 	 	 			
wf	Fabregas	fabrega	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	61	61	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	David	david	 	 	 	 			
wf	Silva	silva	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	53	53	 	 	 	 			
wf	.	.	 	 	 	 			
wf	On	on	 	 	 	 			
wf	Costa	costa	 	 	 	 			
wf	Rican	rican	 	 	 	 			
d010.s015.t000	side	side	N	طرف	طرف	bn:00071432n	TRUE		
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	close	close	 	 	 	 			
wf	to	to	 	 	 	 			
wf	Michael	michael	 	 	 	 			
wf	Umana	umana	 	 	 	 			
wf	","	","	 	 	 	 			
wf	are	be	 	 	 	 			
wf	the	the	 	 	 	 			
wf	left-lateral	left-lateral	 	 	 	 			
wf	Junior	junior	 	 	 	 			
wf	Diaz	diaz	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	48	48	 	 	 	 			
d010.s015.t001	matches	match	N	میچوں	میچ	bn:00053772n	FALSE		
wf	and	and	 	 	 	 			
wf	the	the	 	 	 	 			
d010.s015.t002	striker	striker	N	آور	آور	bn:00074678n	FALSE		
wf	Bryan	bryan	 	 	 	 			
wf	Ruiz	ruiz	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	45	45	 	 	 	 			
wf	.	.	 	 	 	 			
wf	After	after	 	 	 	 			
wf	this	this	 	 	 	 			
wf	","	","	 	 	 	 			
wf	only	only	 	 	 	 			
wf	five	five	 	 	 	 			
wf	exceeded	exceed	 	 	 	 			
wf	the	the	 	 	 	 			
wf	30	30	 	 	 	 			
d010.s016.t000	games	game	N	کھیلوں	کھیل	bn:00037181n	TRUE		
wf	:	:	 	 	 	 			
wf	Keilor	keilor	 	 	 	 			
wf	Navas	nava	 	 	 	 			
wf	with	with	 	 	 	 			
wf	31	31	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Randall	randall	 	 	 	 			
wf	Azofeifa	azofeifa	 	 	 	 			
wf	with	with	 	 	 	 			
wf	32	32	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Michael	michael	 	 	 	 			
wf	Barrantes	barrante	 	 	 	 			
wf	with	with	 	 	 	 			
wf	31	31	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Carlos	carlo	 	 	 	 			
wf	Hernandez	hernandez	 	 	 	 			
wf	with	with	 	 	 	 			
wf	36	36	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Jose	jose	 	 	 	 			
wf	Luis	lui	 	 	 	 			
wf	Lopez	lopez	 	 	 	 			
wf	with	with	 	 	 	 			
wf	35	35	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	least	least	 	 	 	 			
wf	.	.	 	 	 	 			
wf	More	more	 	 	 	 			
wf	than	than	 	 	 	 			
wf	30	30	 	 	 	 			
wf	in	in	 	 	 	 			
d010.s018.t001	Spain	spain	N	اسپین	اسپین	bn:00031605n	FALSE		
wf	have	have	 	 	 	 			
wf	Gerard	gerard	 	 	 	 			
wf	Piqué	piqué	 	 	 	 			
wf	(	(	 	 	 	 			
wf	37	37	 	 	 	 			
wf	)	)	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Sergio	sergio	 	 	 	 			
wf	Busquets	busquet	 	 	 	 			
wf	(	(	 	 	 	 			
wf	36	36	 	 	 	 			
wf	)	)	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Santiago	santiago	 	 	 	 			
wf	Santi	santus	 	 	 	 			
wf	Cazorla	cazorlum	 	 	 	 			
wf	(	(	 	 	 	 			
wf	32	32	 	 	 	 			
wf	)	)	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Alvaro	alvaro	 	 	 	 			
wf	Arbeloa	arbeloa	 	 	 	 			
wf	(	(	 	 	 	 			
wf	31	31	 	 	 	 			
wf	)	)	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Raul	raul	 	 	 	 			
wf	Albiol	albiol	 	 	 	 			
wf	(	(	 	 	 	 			
wf	31	31	 	 	 	 			
wf	)	)	 	 	 	 			
wf	.	.	 	 	 	 			
wf	On	on	 	 	 	 			
wf	the	the	 	 	 	 			
wf	national	national	 	 	 	 			
d010.s019.t000	side	side	N	کے	کا	bn:00071432n	TRUE		
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	less	less	 	 	 	 			
wf	than	than	 	 	 	 			
wf	30	30	 	 	 	 			
d010.s019.t001	presences	presence	N	حاضریوں	حاضری	bn:00064204n	TRUE		
wf	","	","	 	 	 	 			
wf	there	there	 	 	 	 			
wf	are	be	 	 	 	 			
wf	Roy	roy	 	 	 	 			
wf	Miller	miller	 	 	 	 			
wf	with	with	 	 	 	 			
wf	26	26	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Winston	winston	 	 	 	 			
wf	Parks	park	 	 	 	 			
wf	with	with	 	 	 	 			
wf	26	26	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Gabriel	gabriel	 	 	 	 			
wf	Badilla	badillum	 	 	 	 			
wf	with	with	 	 	 	 			
wf	25	25	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Roy	roy	 	 	 	 			
wf	Myrie	myrie	 	 	 	 			
wf	with	with	 	 	 	 			
wf	23	23	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d010.s020.t000	rest	rest	N	باقی	باقی	bn:00008047n	FALSE		
wf	does	do	 	 	 	 			
wf	n't	n't	 	 	 	 			
wf	come	come	 	 	 	 			
wf	near	near	 	 	 	 			
wf	the	the	 	 	 	 			
wf	20	20	 	 	 	 			
wf	.	.	 	 	 	 			
wf	While	while	 	 	 	 			
wf	Nacho	nacho	 	 	 	 			
wf	Moreal	moreal	 	 	 	 			
wf	has	have	 	 	 	 			
wf	only	only	 	 	 	 			
wf	four	four	 	 	 	 			
d010.s021.t000	games	game	N	میچز	میچز	bn:00037181n	FALSE		
wf	and	and	 	 	 	 			
wf	Jordi	jordus	 	 	 	 			
wf	Alba	alba	 	 	 	 			
wf	two	two	 	 	 	 			
wf	","	","	 	 	 	 			
wf	in	in	 	 	 	 			
d010.s021.t001	Costa Rica	costa_rica	N	ریکا	ریکا	bn:00023012n	TRUE		
wf	Victor	victor	 	 	 	 			
wf	Bolivar	bolivar	 	 	 	 			
wf	has	have	 	 	 	 			
wf	only	only	 	 	 	 			
wf	one	one	 	 	 	 			
wf	Olman	olman	 	 	 	 			
wf	Vargas	varga	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Nelson	nelson	 	 	 	 			
wf	Edder	edder	 	 	 	 			
wf	did	do	 	 	 	 			
wf	not	not	 	 	 	 			
wf	debut	debut	 	 	 	 			
wf	yet	yet	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	leading	lead	 	 	 	 			
d010.s022.t000	scorer	scorer	N	سکورر	سکورر	bn:00069759n	FALSE		
wf	of	of	 	 	 	 			
wf	Spain	spain	 	 	 	 			
wf	is	be	 	 	 	 			
wf	David	david	 	 	 	 			
wf	Villa	villa	 	 	 	 			
wf	is	be	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	50	50	 	 	 	 			
d010.s022.t001	goals	goal	N	گولوں	گولہ	bn:00040847n	FALSE		
wf	","	","	 	 	 	 			
wf	followed	follow	 	 	 	 			
wf	by	by	 	 	 	 			
wf	Fernando	fernando	 	 	 	 			
wf	Torres	torre	 	 	 	 			
wf	with	with	 	 	 	 			
wf	27	27	 	 	 	 			
wf	.	.	 	 	 	 			
wf	For	for	 	 	 	 			
wf	Costa	costa	 	 	 	 			
wf	Rica	rica	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Bryan	bryan	 	 	 	 			
wf	Ruiz	ruiz	 	 	 	 			
wf	is	be	 	 	 	 			
wf	the	the	 	 	 	 			
wf	one	one	 	 	 	 			
wf	that	that	 	 	 	 			
wf	registers	register	 	 	 	 			
wf	more	more	 	 	 	 			
d010.s023.t000	points	point	N	پوائنٹس	پوائنٹس	bn:00063218n	FALSE		
wf	","	","	 	 	 	 			
wf	two	two	 	 	 	 			
wf	more	more	 	 	 	 			
wf	than	than	 	 	 	 			
wf	Carlos	carlo	 	 	 	 			
wf	Hernandez	hernandez	 	 	 	 			
wf	and	and	 	 	 	 			
wf	three	three	 	 	 	 			
wf	more	more	 	 	 	 			
wf	than	than	 	 	 	 			
wf	Roy	roy	 	 	 	 			
wf	Myrie	myrie	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Parks	park	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Is	be	 	 	 	 			
d011.s000.t000	immigration	immigration	N	امیگریشن	امیگریشن	bn:00046021n	FALSE		
wf	a	a	 	 	 	 			
d011.s000.t001	burden	burden	N	بوجھ	بوجھ	bn:00013941n	TRUE		
wf	or	or	 	 	 	 			
wf	an	a	 	 	 	 			
d011.s000.t002	opportunity	opportunity	N	موقع	موقع	bn:00017621n	FALSE		
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
d011.s000.t003	economy	economy	N	معیشت	معیشت	bn:00029678n	TRUE		
wf	?	?	 	 	 	 			
d011.s001.t000	Immigration	immigration	N	امیگریشن	امیگریشن	bn:00046021n	FALSE		
d011.s001.t001	policy	policy	N	پالیسی	پالیسی	bn:00063330n	FALSE		
wf	under	under	 	 	 	 			
wf	Nicolas	nicola	 	 	 	 			
wf	Sarkozy	sarkozy	 	 	 	 			
wf	was	be	 	 	 	 			
wf	criticised	criticise	 	 	 	 			
wf	from	from	 	 	 	 			
wf	various	various	 	 	 	 			
d011.s001.t002	aspects	aspect	N	پہلوؤں	پہلو	bn:00006383n	TRUE		
wf	a	a	 	 	 	 			
wf	of	of	 	 	 	 			
d011.s001.t004	police	police	N	پولیس	پولیس	bn:00022026n	FALSE		
wf	","	","	 	 	 	 			
wf	legal	legal	 	 	 	 			
wf	and	and	 	 	 	 			
wf	administrative	administrative	 	 	 	 			
d011.s001.t005	services	service	N	خدمات	خدمت	bn:00070651n	TRUE		
wf	subjected	subject	 	 	 	 			
wf	to	to	 	 	 	 			
wf	a	a	 	 	 	 			
d011.s001.t006	policy	policy	N	پالیسی	پالیسی	bn:00063330n	FALSE		
wf	of	of	 	 	 	 			
d011.s001.t007	numbers	number	N	اعداد	عدد	bn:00034394n	TRUE		
wf	and	and	 	 	 	 			
wf	the	the	 	 	 	 			
d011.s001.t008	compatibility	compatibility	N	مطابقت	مطابقت	bn:00021322n	FALSE		
wf	of	of	 	 	 	 			
wf	that	that	 	 	 	 			
d011.s001.t009	policy	policy	N	پالیسی	پالیسی	bn:00063330n	FALSE		
wf	with	with	 	 	 	 			
wf	the	the	 	 	 	 			
wf	self-proclaimed	self-proclaimed	 	 	 	 			
d011.s001.t010	status	status	N	حیثیت	حیثیت	bn:00021644n	TRUE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
d011.s001.t011	country	country	N	ملک	ملک	bn:00023236n	TRUE		
wf	as	as	 	 	 	 			
wf	the	the	 	 	 	 			
d011.s001.t012	country	country	N	ملک	ملک	bn:00023236n	TRUE		
wf	of	of	 	 	 	 			
wf	French	french	 	 	 	 			
d011.s001.t013	human rights	human_right	N	انسانی	انسانی	bn:00045163n	TRUE		
wf	.	.	 	 	 	 			
wf	More	more	 	 	 	 			
wf	recently	recently	 	 	 	 			
wf	","	","	 	 	 	 			
wf	it	it	 	 	 	 			
wf	is	be	 	 	 	 			
wf	administrative	administrative	 	 	 	 			
d011.s002.t000	harassment	harassment	N	ہراساں	ہراساں	bn:00042917n	FALSE		
wf	of	of	 	 	 	 			
wf	foreign	foreign	 	 	 	 			
d011.s002.t001	students	student	N	علموں	علم	bn:00029806n	TRUE		
wf	","	","	 	 	 	 			
wf	which	which	 	 	 	 			
wf	is	be	 	 	 	 			
wf	topical	topical	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	the	the	 	 	 	 			
wf	minister	minister	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	interior	interior	 	 	 	 			
wf	(	(	 	 	 	 			
wf	``	``	 	 	 	 			
wf	Libération	libération	 	 	 	 			
wf	''	''	 	 	 	 			
wf	on	on	 	 	 	 			
